Datum;Calls;Bid_Call;Ask_Call;Strike;Puts;Bid_Put;Ask_Put
21.5.2021;SPXW210521C03315000;645;653,1;3315;SPXW210521P03315000;11,1;11,5
21.5.2021;SPX210521C03320000;640,9;647,8;3320;SPX210521P03320000;11;11,5
21.5.2021;SPXW210521C03320000;639,9;647,9;3320;SPXW210521P03320000;11,3;11,7
21.5.2021;SPX210521C03325000;636;643;3325;SPX210521P03325000;11,1;11,6
21.5.2021;SPXW210521C03325000;635,1;643,2;3325;SPXW210521P03325000;11,4;11,8
21.5.2021;SPX210521C03330000;631,2;638,1;3330;SPX210521P03330000;11,3;11,8
21.5.2021;SPXW210521C03330000;630,3;638,2;3330;SPXW210521P03330000;11,6;12
21.5.2021;SPX210521C03335000;626,4;633,3;3335;SPX210521P03335000;11,5;11,9
21.5.2021;SPXW210521C03335000;625,5;633,3;3335;SPXW210521P03335000;11,8;12,1
21.5.2021;SPX210521C03340000;621,5;628,5;3340;SPX210521P03340000;11,6;12,1
21.5.2021;SPXW210521C03340000;620,6;628,7;3340;SPXW210521P03340000;11,9;12,3
21.5.2021;SPX210521C03345000;616,7;623,6;3345;SPX210521P03345000;11,8;12,3
21.5.2021;SPXW210521C03345000;615,8;623,8;3345;SPXW210521P03345000;12,1;12,5
21.5.2021;SPX210521C03350000;611,9;618,8;3350;SPX210521P03350000;12;12,4
21.5.2021;SPXW210521C03350000;611;618,9;3350;SPXW210521P03350000;12,2;12,6
21.5.2021;SPX210521C03355000;607,1;613,9;3355;SPX210521P03355000;12,1;12,6
21.5.2021;SPXW210521C03355000;606,2;614;3355;SPXW210521P03355000;12,4;12,8
21.5.2021;SPX210521C03360000;602,3;609,2;3360;SPX210521P03360000;12,3;12,8
21.5.2021;SPXW210521C03360000;601,4;609,4;3360;SPXW210521P03360000;12,6;13
21.5.2021;SPX210521C03365000;597,4;604,3;3365;SPX210521P03365000;12,5;13
21.5.2021;SPXW210521C03365000;596,6;604,5;3365;SPXW210521P03365000;12,8;13,2
21.5.2021;SPX210521C03370000;592,6;599,5;3370;SPX210521P03370000;12,6;13,1
21.5.2021;SPXW210521C03370000;591,8;599,7;3370;SPXW210521P03370000;12,9;13,3
21.5.2021;SPX210521C03375000;587,8;594,7;3375;SPX210521P03375000;12,8;13,3
21.5.2021;SPXW210521C03375000;587;594,8;3375;SPXW210521P03375000;13,1;13,5
21.5.2021;SPX210521C03380000;583;589,9;3380;SPX210521P03380000;13;13,5
21.5.2021;SPXW210521C03380000;582,2;589,9;3380;SPXW210521P03380000;13,3;13,7
21.5.2021;SPX210521C03385000;578,2;585,1;3385;SPX210521P03385000;13,2;13,7
21.5.2021;SPXW210521C03385000;577,4;585,1;3385;SPXW210521P03385000;13,5;13,9
21.5.2021;SPX210521C03390000;573,4;580,2;3390;SPX210521P03390000;13,4;13,9
21.5.2021;SPXW210521C03390000;572,6;580,3;3390;SPXW210521P03390000;13,7;14,1
21.5.2021;SPX210521C03395000;568,6;575,5;3395;SPX210521P03395000;13,6;14,1
21.5.2021;SPXW210521C03395000;567,8;575,5;3395;SPXW210521P03395000;13,9;14,3
21.5.2021;SPX210521C03400000;563,9;570,6;3400;SPX210521P03400000;13,8;14,3
21.5.2021;SPXW210521C03400000;563;570,7;3400;SPXW210521P03400000;14,1;14,5
21.5.2021;SPX210521C03405000;559,1;565,9;3405;SPX210521P03405000;14;14,5
21.5.2021;SPXW210521C03405000;558,2;566,1;3405;SPXW210521P03405000;14,3;14,7
21.5.2021;SPX210521C03410000;554,3;561,1;3410;SPX210521P03410000;14,2;14,7
21.5.2021;SPXW210521C03410000;553,5;561,4;3410;SPXW210521P03410000;14,5;14,9
21.5.2021;SPX210521C03415000;549,5;556,3;3415;SPX210521P03415000;14,4;14,9
21.5.2021;SPXW210521C03415000;548,7;556,4;3415;SPXW210521P03415000;14,7;15,2
21.5.2021;SPX210521C03420000;544,8;551,5;3420;SPX210521P03420000;14,6;15,1
21.5.2021;SPXW210521C03420000;543,9;551,6;3420;SPXW210521P03420000;15;15,4
21.5.2021;SPX210521C03425000;540;546,7;3425;SPX210521P03425000;14,8;15,4
21.5.2021;SPXW210521C03425000;539,2;546,8;3425;SPXW210521P03425000;15,2;15,6
21.5.2021;SPX210521C03430000;535,2;541,9;3430;SPX210521P03430000;15,1;15,6
21.5.2021;SPXW210521C03430000;534,4;542,1;3430;SPXW210521P03430000;15,4;15,8
21.5.2021;SPX210521C03435000;530,5;537,1;3435;SPX210521P03435000;15,3;15,8
21.5.2021;SPXW210521C03435000;529,7;537,3;3435;SPXW210521P03435000;15,6;16,1
21.5.2021;SPX210521C03440000;525,7;532,4;3440;SPX210521P03440000;15,5;16,1
21.5.2021;SPXW210521C03440000;524,9;532,6;3440;SPXW210521P03440000;15,9;16,3
21.5.2021;SPX210521C03445000;521;527,6;3445;SPX210521P03445000;15,8;16,3
21.5.2021;SPXW210521C03445000;520,2;527,8;3445;SPXW210521P03445000;16,1;16,5
21.5.2021;SPX210521C03450000;516,2;522,9;3450;SPX210521P03450000;16;16,5
21.5.2021;SPXW210521C03450000;515,4;523,1;3450;SPXW210521P03450000;16,4;16,8
21.5.2021;SPX210521C03455000;511,5;518,1;3455;SPX210521P03455000;16,2;16,8
21.5.2021;SPXW210521C03455000;510,7;518,3;3455;SPXW210521P03455000;16,6;17
21.5.2021;SPX210521C03460000;506,8;513,3;3460;SPX210521P03460000;16,5;17
21.5.2021;SPXW210521C03460000;506;513,6;3460;SPXW210521P03460000;16,9;17,3
21.5.2021;SPX210521C03465000;502;508,6;3465;SPX210521P03465000;16,8;17,3
21.5.2021;SPXW210521C03465000;501,3;508,8;3465;SPXW210521P03465000;17,1;17,6
21.5.2021;SPX210521C03470000;497,3;503,9;3470;SPX210521P03470000;17;17,6
21.5.2021;SPXW210521C03470000;496,5;504,1;3470;SPXW210521P03470000;17,4;17,8
21.5.2021;SPX210521C03475000;492,6;499,1;3475;SPX210521P03475000;17,3;17,8
21.5.2021;SPXW210521C03475000;491,8;499,4;3475;SPXW210521P03475000;17,7;18,1
21.5.2021;SPX210521C03480000;487,9;494,4;3480;SPX210521P03480000;17,6;18,1
21.5.2021;SPXW210521C03480000;487,1;494,7;3480;SPXW210521P03480000;18;18,4
21.5.2021;SPX210521C03485000;483,2;489,7;3485;SPX210521P03485000;17,9;18,4
21.5.2021;SPXW210521C03485000;482,4;490;3485;SPXW210521P03485000;18,2;18,7
21.5.2021;SPX210521C03490000;478,5;484,9;3490;SPX210521P03490000;18,2;18,7
21.5.2021;SPXW210521C03490000;477,7;485,3;3490;SPXW210521P03490000;18,5;18,9
21.5.2021;SPX210521C03495000;473,8;480,2;3495;SPX210521P03495000;18,4;19
21.5.2021;SPXW210521C03495000;473;480,6;3495;SPXW210521P03495000;18,8;19,2
21.5.2021;SPX210521C03500000;469,1;475,5;3500;SPX210521P03500000;18,7;19,2
21.5.2021;SPXW210521C03500000;468,4;475,9;3500;SPXW210521P03500000;19,1;19,5
21.5.2021;SPX210521C03505000;464,4;470,8;3505;SPX210521P03505000;19;19,5
21.5.2021;SPXW210521C03505000;463,7;471,2;3505;SPXW210521P03505000;19,4;19,8
21.5.2021;SPX210521C03510000;459,7;466,1;3510;SPX210521P03510000;19,3;19,9
21.5.2021;SPXW210521C03510000;459;466,5;3510;SPXW210521P03510000;19,7;20,2
21.5.2021;SPX210521C03515000;455,1;461,4;3515;SPX210521P03515000;19,6;20,2
21.5.2021;SPXW210521C03515000;454,4;461,8;3515;SPXW210521P03515000;20;20,5
21.5.2021;SPX210521C03520000;450,4;456,7;3520;SPX210521P03520000;20;20,5
21.5.2021;SPXW210521C03520000;449,7;457,2;3520;SPXW210521P03520000;20,4;20,8
21.5.2021;SPX210521C03525000;445,7;452;3525;SPX210521P03525000;20,3;20,8
21.5.2021;SPXW210521C03525000;445,1;452,5;3525;SPXW210521P03525000;20,7;21,1
21.5.2021;SPX210521C03530000;441,1;447,4;3530;SPX210521P03530000;20,6;21,1
21.5.2021;SPXW210521C03530000;440,4;447,8;3530;SPXW210521P03530000;21;21,5
21.5.2021;SPX210521C03535000;436,4;442,7;3535;SPX210521P03535000;20,9;21,5
21.5.2021;SPXW210521C03535000;435,8;443,2;3535;SPXW210521P03535000;21,4;21,8
21.5.2021;SPX210521C03540000;431,8;438;3540;SPX210521P03540000;21,3;21,8
21.5.2021;SPXW210521C03540000;431,1;438,5;3540;SPXW210521P03540000;21,7;22,2
21.5.2021;SPX210521C03545000;427,2;433,4;3545;SPX210521P03545000;21,6;22,2
21.5.2021;SPXW210521C03545000;426,5;433,9;3545;SPXW210521P03545000;22,1;22,5
21.5.2021;SPX210521C03550000;422,6;428,7;3550;SPX210521P03550000;22;22,5
21.5.2021;SPXW210521C03550000;421,9;429,3;3550;SPXW210521P03550000;22,4;22,9
21.5.2021;SPX210521C03555000;417,9;424,1;3555;SPX210521P03555000;22,3;22,9
21.5.2021;SPXW210521C03555000;417,7;424,6;3555;SPXW210521P03555000;22,8;23,3
21.5.2021;SPX210521C03560000;413,3;419,5;3560;SPX210521P03560000;22,7;23,3
21.5.2021;SPXW210521C03560000;413,1;420;3560;SPXW210521P03560000;23,2;23,6
21.5.2021;SPX210521C03565000;408,7;414,8;3565;SPX210521P03565000;23,1;23,6
21.5.2021;SPXW210521C03565000;408,5;415,4;3565;SPXW210521P03565000;23,6;24
21.5.2021;SPX210521C03570000;404,1;410,2;3570;SPX210521P03570000;23,5;24
21.5.2021;SPXW210521C03570000;403,9;410,6;3570;SPXW210521P03570000;24;24,4
21.5.2021;SPX210521C03575000;399,6;405,6;3575;SPX210521P03575000;23,9;24,4
21.5.2021;SPXW210521C03575000;399,4;406;3575;SPXW210521P03575000;24,4;24,8
21.5.2021;SPX210521C03580000;395;401;3580;SPX210521P03580000;24,2;24,8
21.5.2021;SPXW210521C03580000;394,7;401,4;3580;SPXW210521P03580000;24,8;25,2
21.5.2021;SPX210521C03585000;390,4;396,4;3585;SPX210521P03585000;24,6;25,2
21.5.2021;SPXW210521C03585000;390,1;397,1;3585;SPXW210521P03585000;25,2;25,6
21.5.2021;SPX210521C03590000;385,8;391,8;3590;SPX210521P03590000;25,1;25,7
21.5.2021;SPXW210521C03590000;385,5;392,5;3590;SPXW210521P03590000;25,6;26,1
21.5.2021;SPX210521C03595000;381,3;387,2;3595;SPX210521P03595000;25,5;26,1
21.5.2021;SPXW210521C03595000;381;387,7;3595;SPXW210521P03595000;26;26,5
21.5.2021;SPX210521C03600000;376,7;382,6;3600;SPX210521P03600000;25,9;26,5
21.5.2021;SPXW210521C03600000;376,5;383,1;3600;SPXW210521P03600000;26,4;26,9
21.5.2021;SPX210521C03605000;372,2;378,1;3605;SPX210521P03605000;26,3;27
21.5.2021;SPXW210521C03605000;371,9;378,6;3605;SPXW210521P03605000;26,9;27,4
21.5.2021;SPX210521C03610000;367,7;373,5;3610;SPX210521P03610000;26,8;27,4
21.5.2021;SPXW210521C03610000;367,4;374,1;3610;SPXW210521P03610000;27,3;27,8
21.5.2021;SPX210521C03615000;363,1;368,9;3615;SPX210521P03615000;27,2;27,9
21.5.2021;SPXW210521C03615000;362,8;369,5;3615;SPXW210521P03615000;27,8;28,3
21.5.2021;SPX210521C03620000;358,6;364,4;3620;SPX210521P03620000;27,7;28,3
21.5.2021;SPXW210521C03620000;358,3;365;3620;SPXW210521P03620000;28,3;28,8
21.5.2021;SPX210521C03625000;354,1;359,8;3625;SPX210521P03625000;28,2;28,8
21.5.2021;SPXW210521C03625000;353,9;360,5;3625;SPXW210521P03625000;28,7;29,2
21.5.2021;SPX210521C03630000;349,6;355,3;3630;SPX210521P03630000;28,7;29,3
21.5.2021;SPXW210521C03630000;349,3;356;3630;SPXW210521P03630000;29,2;29,7
21.5.2021;SPX210521C03635000;345,1;350,8;3635;SPX210521P03635000;29,2;29,8
21.5.2021;SPXW210521C03635000;344,8;351,5;3635;SPXW210521P03635000;29,7;30,2
21.5.2021;SPX210521C03640000;340,9;346,3;3640;SPX210521P03640000;29,7;30,3
21.5.2021;SPXW210521C03640000;340,3;347;3640;SPXW210521P03640000;30,2;30,7
21.5.2021;SPX210521C03645000;336,4;341,8;3645;SPX210521P03645000;30,2;30,8
21.5.2021;SPXW210521C03645000;335,9;342,5;3645;SPXW210521P03645000;30,7;31,3
21.5.2021;SPX210521C03650000;331,7;337,3;3650;SPX210521P03650000;30,7;31,3
21.5.2021;SPXW210521C03650000;333;337,8;3650;SPXW210521P03650000;31,3;31,8
21.5.2021;SPX210521C03655000;327,5;332,8;3655;SPX210521P03655000;31,2;31,9
21.5.2021;SPXW210521C03655000;328,5;333,5;3655;SPXW210521P03655000;31,8;32,3
21.5.2021;SPX210521C03660000;322,9;328,4;3660;SPX210521P03660000;31,7;32,4
21.5.2021;SPXW210521C03660000;324;329;3660;SPXW210521P03660000;32,3;32,9
21.5.2021;SPX210521C03665000;318,4;323,9;3665;SPX210521P03665000;32,3;33
21.5.2021;SPXW210521C03665000;319,6;324,5;3665;SPXW210521P03665000;32,9;33,4
21.5.2021;SPX210521C03670000;314;319,4;3670;SPX210521P03670000;32,8;33,5
21.5.2021;SPXW210521C03670000;315,2;320,1;3670;SPXW210521P03670000;33,5;34
21.5.2021;SPX210521C03675000;309,6;315;3675;SPX210521P03675000;33,4;34,1
21.5.2021;SPXW210521C03675000;310,9;315,6;3675;SPXW210521P03675000;34;34,6
21.5.2021;SPX210521C03680000;305,2;310,6;3680;SPX210521P03680000;34;34,7
21.5.2021;SPXW210521C03680000;306,4;311,2;3680;SPXW210521P03680000;34,6;35,2
21.5.2021;SPX210521C03685000;300,8;306,2;3685;SPX210521P03685000;34,6;35,3
21.5.2021;SPXW210521C03685000;302;306,8;3685;SPXW210521P03685000;35,2;35,8
21.5.2021;SPX210521C03690000;296,5;301,7;3690;SPX210521P03690000;35,2;35,9
21.5.2021;SPXW210521C03690000;297,6;302,4;3690;SPXW210521P03690000;35,8;36,4
21.5.2021;SPX210521C03695000;292,1;297,3;3695;SPX210521P03695000;35,8;36,5
21.5.2021;SPXW210521C03695000;293,3;298,1;3695;SPXW210521P03695000;36,5;37
21.5.2021;SPX210521C03700000;287,7;293;3700;SPX210521P03700000;36,4;37,1
21.5.2021;SPXW210521C03700000;289;293,6;3700;SPXW210521P03700000;37,1;37,6
21.5.2021;SPX210521C03705000;283,4;288,5;3705;SPX210521P03705000;37;37,8
21.5.2021;SPXW210521C03705000;286,2;287,2;3705;SPXW210521P03705000;37,7;38,3
21.5.2021;SPX210521C03710000;279,1;284,2;3710;SPX210521P03710000;37,7;38,4
21.5.2021;SPXW210521C03710000;281,8;282,9;3710;SPXW210521P03710000;38,4;38,9
21.5.2021;SPX210521C03715000;274,8;279,9;3715;SPX210521P03715000;38,3;39,1
21.5.2021;SPXW210521C03715000;277,5;278,5;3715;SPXW210521P03715000;39;39,6
21.5.2021;SPX210521C03720000;270,5;275,5;3720;SPX210521P03720000;39;39,8
21.5.2021;SPXW210521C03720000;273,2;274,2;3720;SPXW210521P03720000;39,7;40,3
21.5.2021;SPX210521C03725000;266,2;271,2;3725;SPX210521P03725000;39,7;40,4
21.5.2021;SPXW210521C03725000;268,9;269,9;3725;SPXW210521P03725000;40,4;41
21.5.2021;SPX210521C03730000;261,9;266,9;3730;SPX210521P03730000;40,4;41,1
21.5.2021;SPXW210521C03730000;264,6;265,6;3730;SPXW210521P03730000;41,1;41,7
21.5.2021;SPX210521C03735000;257,6;262,6;3735;SPX210521P03735000;41,1;41,9
21.5.2021;SPXW210521C03735000;260,3;261,4;3735;SPXW210521P03735000;41,8;42,4
21.5.2021;SPX210521C03740000;253,4;258,3;3740;SPX210521P03740000;41,8;42,6
21.5.2021;SPXW210521C03740000;256;257,1;3740;SPXW210521P03740000;42,6;43,2
21.5.2021;SPX210521C03745000;249,2;254,1;3745;SPX210521P03745000;42,6;43,3
21.5.2021;SPXW210521C03745000;251,8;252,9;3745;SPXW210521P03745000;43,3;43,9
21.5.2021;SPX210521C03750000;244,9;249,8;3750;SPX210521P03750000;43,3;44,1
21.5.2021;SPXW210521C03750000;247,6;248,6;3750;SPXW210521P03750000;44,1;44,7
21.5.2021;SPX210521C03755000;240,7;245,6;3755;SPX210521P03755000;44,1;44,9
21.5.2021;SPXW210521C03755000;243,3;244,4;3755;SPXW210521P03755000;44,9;45,5
21.5.2021;SPX210521C03760000;236,5;241,4;3760;SPX210521P03760000;44,9;45,7
21.5.2021;SPXW210521C03760000;239,1;240,2;3760;SPXW210521P03760000;45,7;46,3
21.5.2021;SPX210521C03765000;232,4;237,1;3765;SPX210521P03765000;45,7;46,5
21.5.2021;SPXW210521C03765000;234,9;236;3765;SPXW210521P03765000;46,5;47,1
21.5.2021;SPX210521C03770000;228,2;232,9;3770;SPX210521P03770000;46,5;47,3
21.5.2021;SPXW210521C03770000;230,8;231,8;3770;SPXW210521P03770000;47,4;47,9
21.5.2021;SPX210521C03775000;224,1;228,8;3775;SPX210521P03775000;47,3;48,1
21.5.2021;SPXW210521C03775000;226,6;227,7;3775;SPXW210521P03775000;48,2;48,7
21.5.2021;SPX210521C03780000;220,5;224,4;3780;SPX210521P03780000;48,2;49
21.5.2021;SPXW210521C03780000;222,5;223,5;3780;SPXW210521P03780000;49,1;49,6
21.5.2021;SPX210521C03785000;216,4;220,3;3785;SPX210521P03785000;49;49,8
21.5.2021;SPXW210521C03785000;218,3;219,4;3785;SPXW210521P03785000;49,9;50,5
21.5.2021;SPX210521C03790000;212,3;216,2;3790;SPX210521P03790000;49,9;50,7
21.5.2021;SPXW210521C03790000;214,2;215,3;3790;SPXW210521P03790000;50,8;51,4
21.5.2021;SPX210521C03795000;208,2;212,1;3795;SPX210521P03795000;50,8;51,6
21.5.2021;SPXW210521C03795000;210,1;211,2;3795;SPXW210521P03795000;51,7;52,3
21.5.2021;SPX210521C03800000;204,2;208;3800;SPX210521P03800000;51,7;52,5
21.5.2021;SPXW210521C03800000;206,1;207,1;3800;SPXW210521P03800000;52,7;53,2
21.5.2021;SPX210521C03805000;200,1;203,9;3805;SPX210521P03805000;52,7;53,5
21.5.2021;SPXW210521C03805000;202;203,1;3805;SPXW210521P03805000;53,6;54,1
21.5.2021;SPX210521C03810000;196,1;199,9;3810;SPX210521P03810000;53,6;54,4
21.5.2021;SPXW210521C03810000;198;199;3810;SPXW210521P03810000;54,5;55,1
21.5.2021;SPX210521C03815000;192,1;195,8;3815;SPX210521P03815000;54,6;55,4
21.5.2021;SPXW210521C03815000;194;195;3815;SPXW210521P03815000;55,5;56,1
21.5.2021;SPX210521C03820000;188,1;191,8;3820;SPX210521P03820000;55,6;56,4
21.5.2021;SPXW210521C03820000;190;191;3820;SPXW210521P03820000;56,5;57,1
21.5.2021;SPX210521C03825000;184,1;187,8;3825;SPX210521P03825000;56,6;57,4
21.5.2021;SPXW210521C03825000;186;187,1;3825;SPXW210521P03825000;57,5;58,1
21.5.2021;SPX210521C03830000;180,2;183,9;3830;SPX210521P03830000;57,6;58,5
21.5.2021;SPXW210521C03830000;182,1;183,1;3830;SPXW210521P03830000;58,6;59,1
21.5.2021;SPX210521C03835000;176,3;179,9;3835;SPX210521P03835000;58,7;59,5
21.5.2021;SPXW210521C03835000;178,1;179,1;3835;SPXW210521P03835000;59,6;60,2
21.5.2021;SPX210521C03840000;172,3;176;3840;SPX210521P03840000;59,7;60,6
21.5.2021;SPXW210521C03840000;174,2;175,2;3840;SPXW210521P03840000;60,7;61,3
21.5.2021;SPX210521C03845000;168,5;172;3845;SPX210521P03845000;60,8;61,7
21.5.2021;SPXW210521C03845000;170,3;171,3;3845;SPXW210521P03845000;61,8;62,4
21.5.2021;SPX210521C03850000;164,6;168,2;3850;SPX210521P03850000;62;62,8
21.5.2021;SPXW210521C03850000;166,4;167,5;3850;SPXW210521P03850000;62,9;63,5
21.5.2021;SPX210521C03855000;160,8;164,3;3855;SPX210521P03855000;63,1;64
21.5.2021;SPXW210521C03855000;162,6;163,6;3855;SPXW210521P03855000;64,1;64,7
21.5.2021;SPX210521C03860000;157;160,4;3860;SPX210521P03860000;64,3;65,2
21.5.2021;SPXW210521C03860000;158,8;159,8;3860;SPXW210521P03860000;65,3;65,8
21.5.2021;SPX210521C03865000;153,7;155,7;3865;SPX210521P03865000;65,5;66,4
21.5.2021;SPXW210521C03865000;155;155,9;3865;SPXW210521P03865000;66,5;67
21.5.2021;SPX210521C03870000;150;151,4;3870;SPX210521P03870000;66,7;67,6
21.5.2021;SPXW210521C03870000;151,2;152,1;3870;SPXW210521P03870000;67,7;68,2
21.5.2021;SPX210521C03875000;146,3;147,7;3875;SPX210521P03875000;68;68,8
21.5.2021;SPXW210521C03875000;147,5;148,4;3875;SPXW210521P03875000;69;69,5
21.5.2021;SPX210521C03880000;142,5;143,9;3880;SPX210521P03880000;69,2;70,1
21.5.2021;SPXW210521C03880000;143,8;144,6;3880;SPXW210521P03880000;70,2;70,8
21.5.2021;SPX210521C03885000;138,9;140,2;3885;SPX210521P03885000;70,6;71,4
21.5.2021;SPXW210521C03885000;140,1;140,9;3885;SPXW210521P03885000;71,6;72,1
21.5.2021;SPX210521C03890000;135,2;136,6;3890;SPX210521P03890000;71,9;72,8
21.5.2021;SPXW210521C03890000;136,5;137,3;3890;SPXW210521P03890000;72,9;73,4
21.5.2021;SPX210521C03895000;131,6;132,9;3895;SPX210521P03895000;73,3;74,1
21.5.2021;SPXW210521C03895000;132,8;133,6;3895;SPXW210521P03895000;74,3;74,8
21.5.2021;SPX210521C03900000;128;129,3;3900;SPX210521P03900000;74,7;75,5
21.5.2021;SPXW210521C03900000;129,3;130;3900;SPXW210521P03900000;75,7;76,2
21.5.2021;SPX210521C03905000;124,4;125,8;3905;SPX210521P03905000;76,1;77
21.5.2021;SPXW210521C03905000;125,7;126,4;3905;SPXW210521P03905000;77,1;77,6
21.5.2021;SPX210521C03910000;121;122,2;3910;SPX210521P03910000;77,6;78,4
21.5.2021;SPXW210521C03910000;122,2;122,9;3910;SPXW210521P03910000;78,6;79,1
21.5.2021;SPX210521C03915000;117,5;118,7;3915;SPX210521P03915000;79,1;80
21.5.2021;SPXW210521C03915000;118,7;119,4;3915;SPXW210521P03915000;80,1;80,6
21.5.2021;SPX210521C03920000;114,1;115,2;3920;SPX210521P03920000;80,6;81,5
21.5.2021;SPXW210521C03920000;115,3;115,9;3920;SPXW210521P03920000;81,7;82,1
21.5.2021;SPX210521C03925000;110,6;111,8;3925;SPX210521P03925000;82,2;83,1
21.5.2021;SPXW210521C03925000;111,9;112,5;3925;SPXW210521P03925000;83,3;83,8
21.5.2021;SPX210521C03930000;107,3;108,5;3930;SPX210521P03930000;83,9;84,7
21.5.2021;SPXW210521C03930000;108,5;109,1;3930;SPXW210521P03930000;84,9;85,4
21.5.2021;SPX210521C03935000;104,1;105,1;3935;SPX210521P03935000;85,5;86,4
21.5.2021;SPXW210521C03935000;105,2;105,8;3935;SPXW210521P03935000;86,6;87
21.5.2021;SPX210521C03940000;100,8;101,8;3940;SPX210521P03940000;87,2;88,1
21.5.2021;SPXW210521C03940000;101,9;102,5;3940;SPXW210521P03940000;88,3;88,7
21.5.2021;SPX210521C03945000;97,5;98,7;3945;SPX210521P03945000;89;89,9
21.5.2021;SPXW210521C03945000;98,7;99,3;3945;SPXW210521P03945000;90,1;90,5
21.5.2021;SPX210521C03950000;94,4;95,5;3950;SPX210521P03950000;90,8;91,7
21.5.2021;SPXW210521C03950000;95,5;96,1;3950;SPXW210521P03950000;91,9;92,3
21.5.2021;SPX210521C03955000;91,3;92,3;3955;SPX210521P03955000;92,6;93,5
21.5.2021;SPXW210521C03955000;92,4;92,9;3955;SPXW210521P03955000;93,7;94,2
21.5.2021;SPX210521C03960000;88,2;89,2;3960;SPX210521P03960000;94,4;95,4
21.5.2021;SPXW210521C03960000;89,3;89,8;3960;SPXW210521P03960000;95,6;96,1
21.5.2021;SPX210521C03965000;85,2;86,1;3965;SPX210521P03965000;96,4;97,4
21.5.2021;SPXW210521C03965000;86,3;86,8;3965;SPXW210521P03965000;97,5;98,1
21.5.2021;SPX210521C03970000;82,2;83,1;3970;SPX210521P03970000;98,3;99,4
21.5.2021;SPXW210521C03970000;83,3;83,8;3970;SPXW210521P03970000;99,5;100,1
21.5.2021;SPX210521C03975000;79,2;80,2;3975;SPX210521P03975000;100,4;101,5
21.5.2021;SPXW210521C03975000;80,3;80,9;3975;SPXW210521P03975000;101,5;102,1
21.5.2021;SPX210521C03980000;76,3;77,3;3980;SPX210521P03980000;102,5;103,6
21.5.2021;SPXW210521C03980000;77,4;78;3980;SPXW210521P03980000;103,6;104,2
21.5.2021;SPX210521C03985000;73,5;74,4;3985;SPX210521P03985000;104,6;105,8
21.5.2021;SPXW210521C03985000;74,6;75,1;3985;SPXW210521P03985000;105,8;106,4
21.5.2021;SPX210521C03990000;70,7;71,7;3990;SPX210521P03990000;106,7;108
21.5.2021;SPXW210521C03990000;71,8;72,3;3990;SPXW210521P03990000;108;108,6
21.5.2021;SPX210521C03995000;68;68,9;3995;SPX210521P03995000;109;110,3
21.5.2021;SPXW210521C03995000;69,1;69,6;3995;SPXW210521P03995000;110,3;110,9
21.5.2021;SPX210521C04000000;65,4;66,3;4000;SPX210521P04000000;111,3;112,6
21.5.2021;SPXW210521C04000000;66,4;66,9;4000;SPXW210521P04000000;112,6;113,2
21.5.2021;SPX210521C04005000;62,8;63,7;4005;SPX210521P04005000;113,7;115
21.5.2021;SPXW210521C04005000;63,8;64,3;4005;SPXW210521P04005000;115;115,6
21.5.2021;SPX210521C04010000;60,2;61,1;4010;SPX210521P04010000;116,1;117,5
21.5.2021;SPXW210521C04010000;61,3;61,7;4010;SPXW210521P04010000;117,4;118
21.5.2021;SPX210521C04015000;57,7;58,6;4015;SPX210521P04015000;118,6;120
21.5.2021;SPXW210521C04015000;58,8;59,3;4015;SPXW210521P04015000;119,9;120,7
21.5.2021;SPX210521C04020000;55,3;56,2;4020;SPX210521P04020000;121,2;122,6
21.5.2021;SPXW210521C04020000;56,4;56,8;4020;SPXW210521P04020000;122,5;123,3
21.5.2021;SPX210521C04025000;53;53,8;4025;SPX210521P04025000;123,8;125,2
21.5.2021;SPXW210521C04025000;54;54,5;4025;SPXW210521P04025000;125,1;125,9
21.5.2021;SPX210521C04030000;50,7;51,6;4030;SPX210521P04030000;126,6;127,9
21.5.2021;SPXW210521C04030000;51,7;52,2;4030;SPXW210521P04030000;127,8;128,6
21.5.2021;SPX210521C04035000;48,5;49,3;4035;SPX210521P04035000;129,3;131,3
21.5.2021;SPXW210521C04035000;49,5;49,9;4035;SPXW210521P04035000;130,6;131,6
21.5.2021;SPX210521C04040000;46,3;47,2;4040;SPX210521P04040000;131,1;135,2
21.5.2021;SPXW210521C04040000;47,3;47,8;4040;SPXW210521P04040000;133,4;134,4
21.5.2021;SPX210521C04045000;44,2;45,1;4045;SPX210521P04045000;134;138
21.5.2021;SPXW210521C04045000;45,2;45,7;4045;SPXW210521P04045000;136,3;137,3
21.5.2021;SPX210521C04050000;42,2;43,1;4050;SPX210521P04050000;136,9;141,4
21.5.2021;SPXW210521C04050000;43,2;43,7;4050;SPXW210521P04050000;139,2;140,3
21.5.2021;SPX210521C04055000;40,3;41,1;4055;SPX210521P04055000;140;144,5
21.5.2021;SPXW210521C04055000;41,2;41,7;4055;SPXW210521P04055000;142,3;143,3
21.5.2021;SPX210521C04060000;38,4;39,2;4060;SPX210521P04060000;143,1;147,7
21.5.2021;SPXW210521C04060000;39,3;39,8;4060;SPXW210521P04060000;145,4;146,4
21.5.2021;SPX210521C04065000;36,6;37,4;4065;SPX210521P04065000;146,2;150,9
21.5.2021;SPXW210521C04065000;37,5;38;4065;SPXW210521P04065000;148,5;149,6
